time(us),amplitude
15125764, 0.21
15126624, 0.19
15127480, 0.20
15128344, 0.26
15129208, 0.35
15130068, 0.50
15130932, 0.65
15131796, 0.84
15132652, 1.03
15133516, 1.14
15134388, 1.20
15135252, 1.21
15136132, 1.18
15136996, 1.11
15137860, 0.99
15138716, 0.84
15139584, 0.68
15140448, 0.47
15141308, 0.32
15142172, 0.22
15143032, 0.19
15143892, 0.20
15144756, 0.24
15145620, 0.32
15146484, 0.46
15147348, 0.62
15148212, 0.79
15149076, 1.00
15149936, 1.12
15150804, 1.19
15151668, 1.21
15152540, 1.19
15153404, 1.13
15154268, 1.03
15155124, 0.88
15155992, 0.73
15156856, 0.53
15157716, 0.35
15158580, 0.24
15159440, 0.19
15160296, 0.19
15161160, 0.22
15162024, 0.30
15162884, 0.42
15163748, 0.57
15164612, 0.73
15165468, 0.94
15166328, 1.09
15167188, 1.18
15168060, 1.21
15168932, 1.20
15169796, 1.14
15170652, 1.08
15171508, 0.93
15172372, 0.77
15173236, 0.59
15174100, 0.39
15174964, 0.26
15175828, 0.20
15176688, 0.19
15177552, 0.21
15178416, 0.27
15179280, 0.38
15180140, 0.53
15181004, 0.68
15181860, 0.88
15182716, 1.06
15183580, 1.16
15184452, 1.21
15185324, 1.21
15186196, 1.16
15187060, 1.09
15187916, 0.96
15188784, 0.81
15189648, 0.65
15190508, 0.43
15191372, 0.29
15192236, 0.22
15193104, 0.19
15193960, 0.20
15194828, 0.26
15195692, 0.34
15196556, 0.49
15197420, 0.65
15198280, 0.83
15199136, 1.02
15200000, 1.14
15200868, 1.20
15201732, 1.21
15202604, 1.18
15203468, 1.11
15204332, 1.00
15205196, 0.86
15206060, 0.69
15206924, 0.48
15207780, 0.33
15208644, 0.22
15209504, 0.19
15210360, 0.19
15211224, 0.24
15212088, 0.31
15212948, 0.45
15213812, 0.60
15214668, 0.77
15215528, 0.98
15216392, 1.11
15217260, 1.19
15218124, 1.21
15218996, 1.20
15219860, 1.13
15220724, 1.05
15221588, 0.89
15222452, 0.74
15223316, 0.55
15224180, 0.36
15225044, 0.25
15225904, 0.20
15226764, 0.19
15227628, 0.22
15228492, 0.29
15229348, 0.41
15230212, 0.56
15231072, 0.72
15231928, 0.93
15232796, 1.09
15233660, 1.17
15234524, 1.21
15235388, 1.21
15236260, 1.15
15237128, 1.08
15237988, 0.94
15238848, 0.78
15239712, 0.61
15240572, 0.40
15241428, 0.27
15242288, 0.21
15243144, 0.19
15244008, 0.21
15244872, 0.27
15245732, 0.36
15246596, 0.52
15247452, 0.67
15248312, 0.87
15249176, 1.05
15250036, 1.16
15250908, 1.21
15251772, 1.21
15252644, 1.17
15253500, 1.10
15254364, 0.98
15255228, 0.83
15256096, 0.66
15256956, 0.45
15257820, 0.30
15258676, 0.22
15259536, 0.19
15260400, 0.20
15261264, 0.25
15262124, 0.32
15262988, 0.47
15263844, 0.63
15264704, 0.80
15265568, 1.01
15266428, 1.13
15267308, 1.20
15268172, 1.21
15269044, 1.19
15269908, 1.12
15270772, 1.02
15271636, 0.87
15272500, 0.71
15273364, 0.51
15274228, 0.33
15275088, 0.23
15275948, 0.19
15276812, 0.19
15277676, 0.23
15278540, 0.30
15279404, 0.43
15280268, 0.59
15281124, 0.75
15281988, 0.97
15282852, 1.10
15283716, 1.19
15284580, 1.21
15285452, 1.20
15286308, 1.14
15287172, 1.06
15288036, 0.90
15288900, 0.76
15289764, 0.57
15290628, 0.37
15291488, 0.25
15292344, 0.20
15293212, 0.19
15294076, 0.22
15294940, 0.29
15295804, 0.40
15296668, 0.55
15297524, 0.70
15298388, 0.91
15299252, 1.08
15300116, 1.17
15300980, 1.21
15301852, 1.21
15302716, 1.16
15303580, 1.09
15304444, 0.94
15305308, 0.79
15306172, 0.62
15307036, 0.42
15307896, 0.28
15308756, 0.21
15309620, 0.19
15310484, 0.21
15311348, 0.27
15312212, 0.36
15313076, 0.51
15313940, 0.66
15314800, 0.86
15315664, 1.04
15316528, 1.15
15317396, 1.21
15318276, 1.21
15319140, 1.18
15319996, 1.10
15320868, 0.98
15321732, 0.83
15322596, 0.66
15323460, 0.45
15324324, 0.31
15325184, 0.22
15326048, 0.19
15326912, 0.20
15327780, 0.25
15328644, 0.33
15329508, 0.47
15330364, 0.62
15331224, 0.80
15332088, 1.01
15332952, 1.13
15333828, 1.20
15334692, 1.21
15335564, 1.19
15336428, 1.12
15337300, 1.02
15338164, 0.87
15339028, 0.71
15339892, 0.51
15340756, 0.34
15341616, 0.23
15342476, 0.19
15343344, 0.19
15344208, 0.23
15345068, 0.31
15345932, 0.44
15346792, 0.59
15347652, 0.75
15348516, 0.97
15349380, 1.10
15350244, 1.19
15351108, 1.21
15351988, 1.20
15352852, 1.14
15353716, 1.06
15354580, 0.90
15355444, 0.75
15356308, 0.56
15357172, 0.37
15358032, 0.25
15358896, 0.19
15359760, 0.19
15360628, 0.22
15361484, 0.29
15362340, 0.40
15363204, 0.55
15364060, 0.70
15364924, 0.91
15365784, 1.08
15366644, 1.17
15367508, 1.21
15368380, 1.21
15369244, 1.16
15370100, 1.09
15370964, 0.95
15371824, 0.80
15372684, 0.63
15373548, 0.42
15374404, 0.28
15375260, 0.21
15376124, 0.19
15376988, 0.20
15377844, 0.26
15378708, 0.35
15379564, 0.50
15380420, 0.65
15381284, 0.85
15382148, 1.04
15383004, 1.15
15383868, 1.21
15384740, 1.21
15385608, 1.18
15386468, 1.11
15387332, 0.99
15388196, 0.84
15389052, 0.68
15389908, 0.48
15390768, 0.32
15391624, 0.22
15392488, 0.19
15393352, 0.19
15394212, 0.24
15395076, 0.32
15395936, 0.46
15396792, 0.61
15397656, 0.78
15398520, 0.99
15399380, 1.12
15400252, 1.19
15401116, 1.21
15401980, 1.20
15402844, 1.13
15403708, 1.04
15404572, 0.89
15405428, 0.73
15406292, 0.54
15407148, 0.36
15408008, 0.25
15408868, 0.19
15409732, 0.20
15410596, 0.22
15411460, 0.29
15412316, 0.42
15413172, 0.56
15414036, 0.72
15414900, 0.93
15415764, 1.09
15416620, 1.18
15417484, 1.21
15418348, 1.20
15419212, 1.15
15420076, 1.08
15420940, 0.93
15421804, 0.78
15422660, 0.61
15423516, 0.40
15424376, 0.27
15425240, 0.21
15426104, 0.19
15426964, 0.21
15427828, 0.27
15428688, 0.37
15429544, 0.52
15430408, 0.67
15431268, 0.87
15432132, 1.05
15432988, 1.15
15433852, 1.21
15434716, 1.21
15435580, 1.17
15436444, 1.10
15437308, 0.98
15438164, 0.83
15439028, 0.67
15439892, 0.46
15440752, 0.31
15441616, 0.22
15442480, 0.19
15443340, 0.20
15444204, 0.25
15445060, 0.33
15445916, 0.47
15446780, 0.63
15447644, 0.81
15448508, 1.01
15449372, 1.13
15450244, 1.20
15451100, 1.21
15451972, 1.19
15452836, 1.12
15453708, 1.02
15454572, 0.87
15455436, 0.71
15456292, 0.51
15457152, 0.34
15458016, 0.23
15458880, 0.19
15459740, 0.19
15460604, 0.23
15461464, 0.30
15462320, 0.43
15463184, 0.59
15464048, 0.75
15464908, 0.96
15465764, 1.10
15466628, 1.18
15467484, 1.21
15468348, 1.20
15469212, 1.14
15470076, 1.07
15470940, 0.91
15471804, 0.76
15472664, 0.58
15473520, 0.39
15474384, 0.26
15475248, 0.20
15476108, 0.19
15476972, 0.22
15477828, 0.28
15478688, 0.39
15479552, 0.54
15480416, 0.69
15481276, 0.89
15482140, 1.07
15482996, 1.17
15483860, 1.21
15484724, 1.20
15485588, 1.16
15486452, 1.09
15487308, 0.96
15488172, 0.81
15489032, 0.64
15489892, 0.43
15490756, 0.29
15491620, 0.22
15492484, 0.19
15493340, 0.21
15494200, 0.26
15495056, 0.34
15495920, 0.49
15496784, 0.65
15497644, 0.83
15498508, 1.02
15499364, 1.14
15500228, 1.20
15501092, 1.21
15501956, 1.18
15502820, 1.11
15503700, 1.00
15504556, 0.85
15505420, 0.70
15506280, 0.49
15507144, 0.33
15508008, 0.23
15508868, 0.19
15509728, 0.20
15510584, 0.24
15511444, 0.32
15512308, 0.45
15513172, 0.60
15514036, 0.77
15514900, 0.98
15515756, 1.11
15516620, 1.19
15517484, 1.21
15518348, 1.19
15519212, 1.13
15520084, 1.04
15520940, 0.89
15521804, 0.74
15522660, 0.55
15523524, 0.36
15524392, 0.25
15525252, 0.20
15526116, 0.19
15526976, 0.22
15527832, 0.30
15528696, 0.41
15529560, 0.56
15530420, 0.72
15531284, 0.93
15532140, 1.08
15533000, 1.17
15533868, 1.21
15534740, 1.20
15535604, 1.15
15536468, 1.08
15537324, 0.94
15538188, 0.79
15539048, 0.62
15539912, 0.41
15540776, 0.28
15541636, 0.21
15542500, 0.20
15543360, 0.21
15544216, 0.27
15545084, 0.37
15545944, 0.52
15546812, 0.67
15547676, 0.87
15548532, 1.04
15549392, 1.15
15550260, 1.20
15551124, 1.20
15551988, 1.17
15552860, 1.09
15553716, 0.98
15554580, 0.83
15555440, 0.66
15556304, 0.46
15557168, 0.32
15558028, 0.22
15558892, 0.19
15559752, 0.20
15560608, 0.25
15561476, 0.33
15562340, 0.48
15563204, 0.63
15564068, 0.80
15564932, 1.01
15565788, 1.12
15566652, 1.19
15567516, 1.20
15568380, 1.18
15569244, 1.12
15570108, 1.02
15570968, 0.87
15571828, 0.72
15572692, 0.52
15573556, 0.35
15574420, 0.24
15575280, 0.20
15576136, 0.20
15576996, 0.24
15577856, 0.31
15578724, 0.43
15579588, 0.59
15580452, 0.75
15581316, 0.96
15582172, 1.09
15583036, 1.18
15583900, 1.20
15584764, 1.19
15585628, 1.13
15586500, 1.06
15587356, 0.91
15588216, 0.76
15589076, 0.58
15589940, 0.39
15590804, 0.27
15591668, 0.21
15592528, 0.20
15593384, 0.22
15594248, 0.29
15595112, 0.39
15595972, 0.54
15596836, 0.70
15597700, 0.89
15598556, 1.06
15599420, 1.16
15600292, 1.20
15601156, 1.20
15602020, 1.15
15602884, 1.09
15603740, 0.95
15604600, 0.81
15605464, 0.64
15606328, 0.43
15607188, 0.30
15608052, 0.22
15608912, 0.20
15609768, 0.21
15610632, 0.27
15611496, 0.35
15612356, 0.50
15613220, 0.65
15614084, 0.83
15614940, 1.02
15615804, 1.13
15616676, 1.19
15617540, 1.20
15618404, 1.17
15619268, 1.10
15620124, 0.99
15620980, 0.85
15621844, 0.69
15622708, 0.49
15623564, 0.33
15624428, 0.24
15625288, 0.20
15626144, 0.21
15627008, 0.25
15627872, 0.32
15628732, 0.46
15629596, 0.61
15630452, 0.77
15631312, 0.98
15632176, 1.10
15633044, 1.18
15633908, 1.20
15634772, 1.18
15635636, 1.12
15636500, 1.04
15637356, 0.89
15638220, 0.74
15639084, 0.56
15639948, 0.37
15640812, 0.26
15641668, 0.21
15642528, 0.21
15643392, 0.23
15644256, 0.30
15645116, 0.42
15645980, 0.57
15646836, 0.72
15647696, 0.92
15648560, 1.07
15649420, 1.16
15650284, 1.20
15651148, 1.19
15652012, 1.14
15652872, 1.07
15653732, 0.93
15654596, 0.79
15655460, 0.62
15656324, 0.41
15657188, 0.29
15658048, 0.22
15658904, 0.21
15659768, 0.22
15660632, 0.28
15661492, 0.37
15662356, 0.52
15663212, 0.67
15664072, 0.86
15664936, 1.03
15665800, 1.14
15666668, 1.19
15667532, 1.19
15668396, 1.16
15669264, 1.09
15670124, 0.97
15670984, 0.83
15671852, 0.67
15672716, 0.46
15673580, 0.32
15674440, 0.23
15675296, 0.21
15676164, 0.21
15677028, 0.27
15677892, 0.34
15678756, 0.48
15679620, 0.63
15680480, 0.80
15681340, 1.00
15682204, 1.11
15683084, 1.18
15683948, 1.19
15684812, 1.18
15685668, 1.11
15686532, 1.01
15687396, 0.87
15688260, 0.71
15689124, 0.52
15689988, 0.35
15690844, 0.25
15691704, 0.21
15692568, 0.21
15693432, 0.25
15694292, 0.31
15695156, 0.44
15696020, 0.59
15696876, 0.75
15697740, 0.95
15698604, 1.09
15699468, 1.16
15700332, 1.19
15701196, 1.19
15702052, 1.13
15702916, 1.05
15703780, 0.90
15704644, 0.76
15705508, 0.58
15706372, 0.39
15707232, 0.28
15708088, 0.22
15708956, 0.21
15709820, 0.23
15710684, 0.30
15711548, 0.40
15712412, 0.55
15713268, 0.70
15714136, 0.89
15714996, 1.06
15715860, 1.15
15716732, 1.19
15717596, 1.19
15718460, 1.15
15719316, 1.08
15720180, 0.95
15721044, 0.80
15721908, 0.64
15722772, 0.43
15723632, 0.31
15724492, 0.23
15725356, 0.21
15726224, 0.22
15727084, 0.28
15727948, 0.36
15728812, 0.51
15729676, 0.66
15730532, 0.84
15731396, 1.02
15732256, 1.13
15733132, 1.18
15733996, 1.19
15734852, 1.16
15735716, 1.10
15736580, 0.98
15737444, 0.84
15738308, 0.68
15739172, 0.48
15740028, 0.33
15740888, 0.24
15741752, 0.21
15742616, 0.21
15743476, 0.26
15744340, 0.33
15745204, 0.47
15746068, 0.62
15746924, 0.78
15747788, 0.98
15748652, 1.10
15749516, 1.17
15750380, 1.19
15751244, 1.17
15752100, 1.11
15752964, 1.03
15753824, 0.88
15754684, 0.73
15755548, 0.54
15756404, 0.37
15757264, 0.27
15758128, 0.22
15758992, 0.21
15759852, 0.24
15760716, 0.31
15761580, 0.43
15762444, 0.57
15763300, 0.73
15764164, 0.93
15765028, 1.07
15765892, 1.16
15766756, 1.19
15767612, 1.18
15768476, 1.13
15769340, 1.06
15770204, 0.92
15771068, 0.77
15771932, 0.60
15772788, 0.41
15773644, 0.29
15774508, 0.22
15775372, 0.21
15776236, 0.23
15777100, 0.29
15777956, 0.39
15778812, 0.53
15779676, 0.68
15780540, 0.87
15781404, 1.04
15782260, 1.14
15783124, 1.18
15783980, 1.19
15784836, 1.15
15785700, 1.09
15786564, 0.96
15787420, 0.82
15788284, 0.66
15789144, 0.46
15790000, 0.33
15790864, 0.24
15791728, 0.22
15792588, 0.22
15793452, 0.27
15794316, 0.35
15795176, 0.48
15796040, 0.64
15796904, 0.80
15797764, 0.99
15798620, 1.11
15799500, 1.17
15800364, 1.18
15801220, 1.16
15802084, 1.10
15802948, 1.01
15803812, 0.86
15804676, 0.71
15805532, 0.52
15806392, 0.36
15807256, 0.26
15808120, 0.22
15808980, 0.22
15809844, 0.25
15810708, 0.32
15811564, 0.44
15812428, 0.59
15813292, 0.75
15814156, 0.95
15815020, 1.08
15815876, 1.16
15816740, 1.19
15817596, 1.18
15818460, 1.12
15819324, 1.05
15820188, 0.90
15821052, 0.75
15821908, 0.58
15822764, 0.40
15823628, 0.29
15824492, 0.23
15825356, 0.22
15826220, 0.24
15827084, 0.30
15827944, 0.40
15828808, 0.55
15829668, 0.69
15830532, 0.89
15831396, 1.05
15832252, 1.14
15833116, 1.18
15833972, 1.18
15834836, 1.14
15835700, 1.07
15836564, 0.94
15837428, 0.80
15838288, 0.64
15839144, 0.44
15840008, 0.31
15840872, 0.24
15841732, 0.22
15842596, 0.22
15843460, 0.28
15844320, 0.36
15845180, 0.50
15846044, 0.65
15846908, 0.83
15847772, 1.01
15848636, 1.12
15849500, 1.18
15850356, 1.18
15851220, 1.16
15852084, 1.09
15852940, 0.99
15853804, 0.84
15854660, 0.69
15855520, 0.50
15856384, 0.35
15857248, 0.25
15858108, 0.22
15858972, 0.22
15859832, 0.26
15860688, 0.33
15861552, 0.46
15862416, 0.60
15863276, 0.77
15864140, 0.97
15865004, 1.09
15865868, 1.16
15866724, 1.18
15867588, 1.17
15868452, 1.11
15869332, 1.03
15870196, 0.88
15871056, 0.74
15871916, 0.56
15872780, 0.38
15873644, 0.27
15874500, 0.22
15875364, 0.22
15876228, 0.24
15877088, 0.31
15877952, 0.43
15878812, 0.57
15879676, 0.72
15880540, 0.92
15881404, 1.07
15882264, 1.15
15883124, 1.19
15883988, 1.18
15884852, 1.13
15885724, 1.06
15886580, 0.92
15887436, 0.78
15888296, 0.62
15889160, 0.42
15890024, 0.30
15890884, 0.23
15891748, 0.22
15892612, 0.23
15893468, 0.29
15894332, 0.38
15895196, 0.53
15896060, 0.67
15896924, 0.86
15897788, 1.03
15898648, 1.13
15899508, 1.18
15900372, 1.18
15901236, 1.15
15902100, 1.09
15902956, 0.97
15903816, 0.83
15904672, 0.67
15905536, 0.47
15906400, 0.33
15907260, 0.24
15908124, 0.22
15908984, 0.22
15909840, 0.27
15910704, 0.34
15911568, 0.48
15912428, 0.63
15913292, 0.80
15914156, 0.99
15915020, 1.10
15915884, 1.17
15916748, 1.18
15917612, 1.17
15918476, 1.10
15919340, 1.01
15920196, 0.87
15921056, 0.72
15921920, 0.53
15922784, 0.36
15923644, 0.26
15924508, 0.22
15925368, 0.22
15926224, 0.25
15927088, 0.32
15927952, 0.44
15928812, 0.58
15929668, 0.74
15930532, 0.94
15931388, 1.08
15932252, 1.15
15933124, 1.18
15933988, 1.18
15934852, 1.12
15935724, 1.05
15936580, 0.90
15937440, 0.76
15938300, 0.59
15939168, 0.40
15940028, 0.28
15940884, 0.23
15941744, 0.22
15942604, 0.24
15943468, 0.30
15944332, 0.40
15945196, 0.54
15946060, 0.69
15946924, 0.88
15947788, 1.04
15948644, 1.14
15949516, 1.18
15950380, 1.18
15951244, 1.14
15952108, 1.08
15952964, 0.95
15953824, 0.81
15954688, 0.65
15955552, 0.44
15956412, 0.31
15957276, 0.24
15958136, 0.22
15958996, 0.22
15959860, 0.28
15960724, 0.36
15961588, 0.50
15962452, 0.65
15963316, 0.83
15964180, 1.01
15965036, 1.12
15965908, 1.18
15966772, 1.18
15967636, 1.16
15968500, 1.09
15969356, 0.99
15970216, 0.85
15971080, 0.69
15971948, 0.49
15972804, 0.34
15973668, 0.25
15974532, 0.22
15975388, 0.22
15976252, 0.26
15977116, 0.33
15977980, 0.46
15978844, 0.61
15979708, 0.77
15980568, 0.97
15981424, 1.09
15982288, 1.17
15983156, 1.18
15984020, 1.17
15984884, 1.11
15985748, 1.03
15986604, 0.88
15987468, 0.74
15988332, 0.56
15989196, 0.38
15990060, 0.27
15990924, 0.22
15991784, 0.22
15992648, 0.25
15993512, 0.31
15994380, 0.43
15995244, 0.57
15996108, 0.72
15996968, 0.92
15997824, 1.06
15998688, 1.15
15999556, 1.18
16000420, 1.18
16001284, 1.13
16002140, 1.06
16002996, 0.92
16003856, 0.78
16004720, 0.62
16005580, 0.42
16006436, 0.30
16007292, 0.23
16008148, 0.22
16009012, 0.23
16009872, 0.29
16010732, 0.38
16011588, 0.52
16012452, 0.67
16013308, 0.85
16014172, 1.03
16015032, 1.13
16015900, 1.18
16016764, 1.18
16017628, 1.15
16018484, 1.08
16019340, 0.97
16020200, 0.83
16021064, 0.67
16021924, 0.48
16022780, 0.34
16023636, 0.25
16024496, 0.22
16025356, 0.22
16026220, 0.27
16027084, 0.34
16027948, 0.48
16028804, 0.62
16029660, 0.78
16030524, 0.98
16031384, 1.10
16032252, 1.17
16033116, 1.18
16033980, 1.16
16034840, 1.10
16035700, 1.02
16036564, 0.87
16037428, 0.72
16038284, 0.54
16039148, 0.37
16040004, 0.27
16040860, 0.22
16041724, 0.22
16042588, 0.25
16043444, 0.32
16044308, 0.43
16045164, 0.58
16046020, 0.73
16046884, 0.92
16047748, 1.07
16048604, 1.15
16049468, 1.18
16050332, 1.17
16051188, 1.12
16052060, 1.06
16052920, 0.92
16053784, 0.77
16054644, 0.61
16055508, 0.42
16056368, 0.30
16057220, 0.23
16058084, 0.22
16058948, 0.23
16059804, 0.30
16060668, 0.39
16061524, 0.53
16062380, 0.67
16063244, 0.86
16064108, 1.03
16064964, 1.13
16065828, 1.17
16066692, 1.18
16067548, 1.14
16068412, 1.08
16069272, 0.97
16070132, 0.82
16070996, 0.67
16071860, 0.47
16072724, 0.33
16073580, 0.25
16074444, 0.22
16075308, 0.23
16076172, 0.28
16077028, 0.35
16077884, 0.49
16078740, 0.63
16079604, 0.80
16080468, 0.98
16081324, 1.10
16082188, 1.16
16083044, 1.18
16083900, 1.16
16084764, 1.10
16085628, 1.01
16086492, 0.87
16087348, 0.72
16088212, 0.54
16089068, 0.37
16089932, 0.27
16090796, 0.22
16091660, 0.22
16092516, 0.26
16093372, 0.32
16094232, 0.43
16095092, 0.58
16095952, 0.73
16096820, 0.93
16097684, 1.07
16098540, 1.15
16099396, 1.18
16100252, 1.17
16101116, 1.12
16101980, 1.05
16102836, 0.91
16103700, 0.77
16104556, 0.60
16105412, 0.42
16106276, 0.30
16107140, 0.23
16108004, 0.22
16108868, 0.24
16109724, 0.30
16110584, 0.39
16111444, 0.54
16112308, 0.68
16113172, 0.87
16114036, 1.03
16114900, 1.13
16115764, 1.18
16116620, 1.18
16117484, 1.14
16118348, 1.07
16119212, 0.95
16120068, 0.81
16120924, 0.66
16121784, 0.46
16122648, 0.33
16123512, 0.25
16124372, 0.22
16125236, 0.23
16126100, 0.28
16126956, 0.36
16127824, 0.49
16128688, 0.64
16129548, 0.81
16130412, 0.99
16131268, 1.10
16132124, 1.16
16132980, 1.18
16133844, 1.16
16134708, 1.09
16135564, 1.00
16136420, 0.86
16137276, 0.71
16138136, 0.53
16139000, 0.37
16139860, 0.27
16140724, 0.22
16141588, 0.22
16142444, 0.26
16143300, 0.32
16144164, 0.45
16145028, 0.59
16145884, 0.74
16146748, 0.94
16147604, 1.07
16148460, 1.15
16149324, 1.18
16150188, 1.17
16151052, 1.11
16151924, 1.04
16152780, 0.90
16153640, 0.76
16154492, 0.59
16155356, 0.41
16156220, 0.29
16157084, 0.23
16157948, 0.22
16158808, 0.24
16159664, 0.30
16160528, 0.40
16161392, 0.54
16162252, 0.69
16163108, 0.87
16163972, 1.04
16164828, 1.13
16165692, 1.18
16166556, 1.18
16167420, 1.14
16168284, 1.08
16169140, 0.95
16170004, 0.81
16170860, 0.65
16171724, 0.45
16172588, 0.32
16173452, 0.24
16174312, 0.22
16175168, 0.23
16176028, 0.28
16176892, 0.36
16177756, 0.50
16178620, 0.65
16179484, 0.82
16180340, 1.00
16181196, 1.11
16182060, 1.17
16182924, 1.18
16183788, 1.15
16184652, 1.09
16185508, 0.99
16186364, 0.85
16187228, 0.70
16188088, 0.51
16188956, 0.36
16189820, 0.26
16190684, 0.22
16191544, 0.22
16192400, 0.26
16193260, 0.33
16194124, 0.46
16194988, 0.60
16195852, 0.76
16196708, 0.96
16197564, 1.08
16198428, 1.16
16199292, 1.18
16200156, 1.17
16201020, 1.11
16201892, 1.04
16202748, 0.89
16203612, 0.75
16204476, 0.57
16205340, 0.39
16206196, 0.29
16207056, 0.23
16207912, 0.22
16208772, 0.25
16209636, 0.31
16210500, 0.42
16211364, 0.56
16212228, 0.71
16213084, 0.90
16213940, 1.05
16214804, 1.14
16215668, 1.18
16216532, 1.17
16217396, 1.13
16218268, 1.07
16219124, 0.93
16219988, 0.79
16220852, 0.63
16221716, 0.43
16222580, 0.31
16223444, 0.24
16224304, 0.22
16225160, 0.23
16226020, 0.29
16226884, 0.38
16227748, 0.51
16228612, 0.66
16229468, 0.84
16230324, 1.02
16231188, 1.12
16232060, 1.17
16232924, 1.18
16233788, 1.15
16234652, 1.09
16235508, 0.97
16236372, 0.83
16237236, 0.68
16238100, 0.48
16238960, 0.34
16239820, 0.25
16240680, 0.22
16241536, 0.23
16242400, 0.27
16243260, 0.34
16244124, 0.48
16244980, 0.62
16245836, 0.78
16246696, 0.97
16247556, 1.09
16248420, 1.16
16249284, 1.17
16250148, 1.16
16251012, 1.10
16251868, 1.02
16252732, 0.87
16253596, 0.73
16254460, 0.55
16255324, 0.38
16256188, 0.28
16257048, 0.23
16257908, 0.22
16258772, 0.26
16259632, 0.32
16260492, 0.43
16261356, 0.57
16262212, 0.72
16263068, 0.92
16263932, 1.06
16264796, 1.14
16265660, 1.17
16266524, 1.17
16267388, 1.12
16268252, 1.05
16269116, 0.92
16269980, 0.78
16270836, 0.61
16271700, 0.42
16272564, 0.30
16273428, 0.24
16274288, 0.22
16275152, 0.24
16276016, 0.30
16276876, 0.39
16277740, 0.53
16278600, 0.68
16279456, 0.86
16280320, 1.03
16281184, 1.12
16282060, 1.17
16282924, 1.17
16283788, 1.13
16284652, 1.07
16285516, 0.95
16286380, 0.81
16287244, 0.66
16288108, 0.46
16288964, 0.33
16289820, 0.25
16290680, 0.22
16291544, 0.23
16292408, 0.28
16293268, 0.36
16294132, 0.49
16294992, 0.64
16295848, 0.80
16296712, 0.99
16297576, 1.10
16298444, 1.16
16299308, 1.17
16300172, 1.15
16301036, 1.09
16301900, 1.00
16302764, 0.86
16303628, 0.71
16304492, 0.52
16305356, 0.36
16306216, 0.27
16307072, 0.22
16307940, 0.23
16308804, 0.27
16309668, 0.33
16310532, 0.46
16311392, 0.60
16312248, 0.75
16313112, 0.95
16313976, 1.08
16314836, 1.15
16315700, 1.17
16316564, 1.16
16317428, 1.11
16318300, 1.03
16319164, 0.89
16320028, 0.75
16320892, 0.57
16321756, 0.39
16322612, 0.29
16323472, 0.23
16324336, 0.22
16325196, 0.25
16326060, 0.32
16326924, 0.42
16327780, 0.56
16328640, 0.70
16329500, 0.89
16330364, 1.05
16331228, 1.14
16332092, 1.17
16332956, 1.17
16333812, 1.13
16334676, 1.06
16335540, 0.93
16336404, 0.79
16337268, 0.63
16338132, 0.43
16338992, 0.31
16339848, 0.24
16340712, 0.22
16341576, 0.23
16342436, 0.29
16343292, 0.38
16344148, 0.52
16345008, 0.66
16345872, 0.84
16346732, 1.01
16347596, 1.12
16348460, 1.17
16349324, 1.17
16350188, 1.15
16351052, 1.09
16351916, 0.98
16352780, 0.83
16353644, 0.68
16354508, 0.49
16355368, 0.34
16356224, 0.26
16357088, 0.22
16357956, 0.22
16358820, 0.27
16359684, 0.34
16360540, 0.48
16361400, 0.62
16362264, 0.78
16363128, 0.97
16363988, 1.09
16364844, 1.16
16365708, 1.18
16366564, 1.16
16367428, 1.10
16368292, 1.02
16369156, 0.87
16370020, 0.73
16370884, 0.55
16371740, 0.38
